FID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
4008612	-12.9195	4.73326	-3.41891	1.03411	-3.47035	1.22699	-1.36082	0.303258	0.883115	0.508525
2817493	-11.3423	5.48557	-2.08862	4.09838	8.45332	0.268437	2.55541	-2.57362	0.967453	-0.398092
3869597	-12.1019	3.90721	-4.31548	4.09109	7.88961	0.109711	-0.422136	1.72988	3.56412	-2.09041
2753129	4.27463	-4.58735	9.66387	-40.8985	10.2274	-3.31049	-15.7183	-8.84159	4.21952	2.96106
2213014	-14.2396	4.63477	-3.83075	2.40142	2.63853	-0.591799	2.14859	-0.863626	-13.5583	1.44721
1991426	-10.3005	3.83689	-4.40503	2.2459	1.70259	-1.20634	0.302314	-1.46736	-0.322125	4.60752
4861620	-8.8834	0.81756	1.681	5.25783	6.45433	0.107341	-0.448435	-0.237442	1.58505	-3.33393
4356539	-10.4437	3.64789	-0.519501	1.59607	2.28811	-1.56191	2.33855	2.02244	-1.75811	-1.33752
2874555	-11.8115	4.88093	-3.34395	1.38971	-3.09925	-2.34596	-1.40141	-0.955055	1.97915	1.01694
5272166	-11.6636	2.50494	-2.44589	3.34318	-6.03657	1.83738	-2.49139	-4.70975	2.80435	5.74953
4263218	-9.02818	3.92086	-1.80619	1.55601	-2.89247	-0.477935	1.74686	0.0326789	3.97766	-3.42399
5853876	-13.2182	3.12711	-0.749229	6.62672	2.37187	2.1683	2.02578	2.74115	2.28076	-1.04772
4771500	-14.0309	3.7938	-1.52633	-1.97787	-7.68067	0.548865	-3.40099	6.44845	-1.01145	-1.27943
3198448	-15.495	5.12512	-0.735884	6.09233	18.5959	0.431977	-0.496663	0.701062	5.6292	-0.647309
4072667	-11.546	5.21946	0.339266	0.533673	-8.17443	0.0722235	1.2518	-2.06875	2.39377	-0.302777
2641321	-13.3011	2.07715	-3.45959	3.90156	8.40608	0.0408452	0.0667667	-2.49327	-0.0356777	-0.600258
5783799	-12.6211	3.77988	-0.939711	-1.2257	-5.98408	-2.22571	0.928084	3.47687	-1.9119	0.634426
2424746	-11.236	4.72984	-2.87852	-2.99749	-9.33403	0.656051	3.3172	0.285786	-1.09845	-0.309317
2757366	-12.0799	3.63588	-0.311057	1.32644	-3.25638	1.51528	1.01226	2.24229	-0.277755	-1.15934
2822425	-11.615	2.36703	-1.70777	1.44426	-6.82734	1.44967	1.13974	-0.780785	-7.93971	-1.08198
4694192	-11.3999	3.21384	-1.07811	0.531602	-7.18441	1.92386	0.687509	-2.80515	4.06354	3.14768
3462247	-10.8237	2.67933	-1.19859	1.67551	-9.40798	-0.018181	-5.07035	4.24706	3.92043	-1.21528
1015866	-10.4342	2.30841	-1.63228	1.76624	-1.07013	0.146494	0.493717	-0.895382	-0.101146	1.46061
5498762	-14.5304	3.34633	-2.41716	11.2267	18.1493	-1.14658	-5.25725	6.44019	3.16237	-2.2847
4509095	-13.8599	5.48356	-4.28238	0.858673	-5.69836	-2.45151	0.9066	-1.43223	3.27365	-0.554212
2746348	-12.1581	2.91474	-1.6917	-6.38932	-4.91606	-1.12382	-1.60606	-3.08545	3.34917	-3.76914
1006215	-11.312	3.45286	-3.12792	6.931	10.1257	-1.22134	-3.17054	2.6494	1.75282	-1.15519
4989215	-11.1065	4.68502	-3.96252	-0.00765241	-3.44882	1.37724	2.85295	-3.47348	3.88371	2.69309
3086707	-12.5414	2.61048	-1.94443	5.01061	12.4803	1.03319	-1.94198	1.21652	3.31852	0.889365
5427017	-14.3666	5.81168	-4.47269	5.9356	10.1117	0.5238	-1.98146	3.89923	4.1468	-2.36409
5195234	-6.3573	-0.808266	5.89343	-18.0989	10.3977	-3.95349	-9.18583	-2.39576	-2.39811	1.24968
2000137	-14.0747	2.58529	-1.4249	-1.38501	2.73532	-0.288148	0.40173	2.15345	4.06468	0.0957463
1713568	5.27476	-4.10447	11.9204	-44.6587	15.0241	-5.31745	-11.6396	-11.4792	-8.95144	4.31686
1070563	-14.5899	3.70733	-2.35466	1.58407	-2.16753	-1.46685	2.9735	-1.13706	-0.385732	1.07415
3675337	-13.2997	2.89308	-3.86451	11.4008	15.1093	-1.02132	-0.709989	-2.53623	5.36222	-2.78171
1908344	-10.0533	1.8303	-2.93033	0.368682	2.9031	0.338879	-4.01549	0.622008	-1.69671	-3.00402
3730739	-10.7372	1.98385	-1.4907	-1.91017	-6.4125	-2.14055	1.75542	-0.29662	1.682	0.0528013
5079592	-12.5707	4.21704	-0.814902	1.85726	-3.49275	-2.09633	0.802054	-1.37373	6.49852	-0.844907
5258670	-14.4981	4.43164	-0.731592	0.926906	7.98247	-0.381674	0.215188	0.702791	0.658979	-1.56348
5359228	-13.6906	0.881923	-2.93914	2.49982	-4.85078	0.487942	0.245755	1.00931	-3.10376	4.11992
4515396	-13.7521	2.8793	-1.90391	2.27999	-4.05417	-1.77567	0.366125	-3.42451	4.76395	3.64644
3386023	-12.2827	3.92932	-3.06356	4.69405	11.3361	-0.432613	-0.966278	0.971421	-0.788879	-0.674395
4680974	-14.0714	4.39568	1.32275	0.488215	-2.57479	1.5142	-1.9319	2.13027	-1.17144	0.75272
1438318	-10.7901	3.60593	-2.96464	-4.57325	-8.49953	0.66581	-1.5272	2.48575	1.09066	-1.90468
4154780	-11.9183	1.44093	0.653708	-0.348425	-4.78154	-0.753934	1.01861	-0.461201	3.98592	4.16923
3094337	-12.1678	3.24241	-1.00159	3.34971	2.84982	0.0902198	0.472733	-0.727619	3.54962	-0.127028
3213446	-10.7081	2.1363	2.80529	-0.678032	-8.36626	-1.67398	-0.256814	-0.215184	1.87525	-5.01048
5716421	-12.2466	2.11573	-2.65285	1.90666	-7.87825	-1.4681	-1.6379	1.20264	5.55023	-0.811077
2549247	-15.3022	4.16252	-1.91063	5.20761	3.45913	-0.871863	-0.692552	2.15962	1.3778	1.83796
4096902	-13.6089	5.2185	-1.08574	1.88605	4.78476	1.03897	1.11286	3.1336	1.50396	0.991695
3534612	-13.7162	3.86739	-3.74289	0.449634	-7.52002	-1.92275	0.134641	-4.26356	1.45184	3.58702
2695283	-13.2766	4.07331	-3.26203	3.43584	4.26566	-2.18399	1.17255	0.820155	1.51944	1.17337
5386962	-12.8426	3.6843	-3.03331	5.4396	10.7291	-1.22638	-1.22989	-0.634276	-5.37712	1.63562
4293826	-8.72203	0.34508	0.874493	-9.9343	-2.4599	-1.92674	-6.53657	-0.183884	-2.90714	-0.43345
3850837	69.2376	-99.9708	75.24	17.5819	-1.69362	2.30406	-0.554896	-1.26951	2.67908	7.76769
3091615	-14.0922	4.62857	-3.14245	11.0514	30.0488	-1.11285	-3.64786	2.28489	3.954	3.61977
1042720	-10.6034	5.24454	-2.04933	-0.0908345	-4.64747	-0.393953	2.05209	1.46587	-0.442914	2.8347
2040457	-12.0227	3.70673	-1.42556	2.1658	3.29375	0.80751	3.6285	-2.97189	-10.4839	1.85194
5843636	-11.0751	1.52237	1.35143	-2.93742	-7.58891	1.28109	-0.613747	-1.4984	-1.87621	-1.88838
2600254	-10.7641	5.00808	-1.54677	3.71399	-5.53409	-0.405766	-0.280688	-0.589914	-2.52355	1.99534
3675880	-8.22355	1.27443	0.97524	2.32907	-0.451759	0.327791	-1.60533	0.729365	0.559945	-1.98148
5838412	-13.1113	1.55166	-1.0437	2.8739	5.84404	2.0512	-3.9826	0.623093	0.854041	-0.803467
1615422	-9.68234	4.10309	-1.71729	2.32923	-1.6429	-1.56347	1.89662	-1.48965	-7.45148	-1.60704
1498333	-9.90147	3.67547	-1.65949	0.76661	-3.91636	-2.00781	4.43754	2.03872	1.91984	-0.155931
1984669	-3.50147	2.64354	6.102	-15.5919	-2.81339	2.19938	8.42202	5.19348	-1.49865	-4.94633
1874938	-12.0876	2.87289	0.535344	1.90421	-1.83515	-0.0380811	3.01118	1.84778	1.68386	3.15265
1548447	-12.4784	2.61862	-1.7087	1.96282	3.294	-2.29409	0.613554	2.71012	3.9081	-1.93186
3761269	-16.0091	4.66793	1.1698	-1.70207	-7.40189	0.756241	2.84001	-3.5905	4.70038	0.626194
5328120	-8.1008	3.15535	2.00784	-16.5906	-4.39043	3.58649	7.92363	0.979131	1.69923	-1.28253
6020289	-10.9011	5.81421	1.20526	0.398057	-5.65028	3.57511	3.3355	-0.765362	-1.90908	-1.92001
2306473	-16.0766	4.02488	-2.63952	1.99045	9.30438	-1.55208	2.61544	0.281835	-11.0422	-3.35277
3895934	-15.0195	2.60133	1.61061	-1.08234	-3.65623	1.30904	2.72169	-0.934465	2.15491	3.33909
3830622	-13.5782	2.1847	-2.03996	1.81524	-9.31717	0.625618	-1.17301	-1.70173	4.04193	0.806658
1900951	-7.88459	-1.41442	1.65777	-4.3906	-7.75472	12.9088	-21.7916	23.3343	-1.82525	-5.70065
4203065	-16.1547	2.30529	-4.93095	2.1986	-3.81789	-3.4136	0.98423	-3.84635	-2.50797	1.29774
3814585	-10.7604	2.77131	1.30566	-1.89692	2.15997	1.44647	-0.460454	0.246545	3.88808	0.456258
2433509	-12.2304	5.63414	-1.85609	3.15661	6.53951	0.0185618	0.22579	-0.739469	3.24394	-0.17907
5596488	-13.5011	4.42048	-1.59836	-1.35824	-3.39988	-2.19932	0.0645896	2.44157	-0.274735	-3.65885
5551384	-13.8805	4.66229	1.54342	3.26342	7.08383	-2.88814	1.37563	-3.93437	-24.4542	2.079
1776822	-11.7129	3.88904	-0.0789652	-4.82028	-11.3977	-1.75176	0.268501	2.3663	1.79732	-0.0737565
1524047	-6.44016	3.97092	-2.6693	-0.732883	-5.40235	1.98524	-0.479772	-1.64917	1.31174	0.895437
5284582	398.868	77.9072	-7.4191	3.89528	0.214311	-0.535259	-3.86223	2.77509	0.856773	8.91438
3220863	-12.2832	2.39719	-1.71949	2.42646	0.433376	-0.408857	-1.0115	2.43598	2.33581	-1.0332
3510525	-12.4689	3.48308	-1.64013	4.37664	3.88393	-0.411643	-0.74825	2.69001	3.18693	-0.644807
2362089	-12.9599	4.5826	-3.05262	2.44477	-7.71745	0.312714	0.349828	-0.660722	-7.38131	3.44946
4527710	-13.0912	5.50574	-2.62552	2.53799	-0.0424114	0.853843	2.99165	-0.605445	1.20583	0.701036
1737266	-5.85294	-2.50219	3.58779	-9.70081	-5.78614	17.6572	-20.7768	31.0938	-8.2726	-5.56454
3784052	-15.0545	2.18682	-0.425931	0.586544	-5.20655	-0.467591	2.09256	-0.151428	0.957659	-1.25894
1456522	-12.7813	3.60388	-0.765218	5.42774	4.9846	1.54366	0.565408	3.7001	1.80046	-1.79268
5598531	-11.9185	3.42494	-1.85815	-2.44908	-3.13618	-0.614353	1.23045	1.07462	-0.927714	-3.75043
5431195	-10.2832	5.01294	-1.08477	2.36749	1.82637	-1.25502	-0.353325	-0.0806708	-0.93424	-0.168442
5605087	19.9484	-46.3573	-10.6313	-1.0636	-6.65095	-4.41605	1.12111	1.66154	-0.984822	-3.38267
1225805	-10.5547	2.30658	-0.817527	3.83814	1.51558	-0.659085	1.01699	-2.01083	3.49309	4.97851
1840538	-10.8009	2.94765	-0.950633	-1.75445	-1.85964	-2.89442	2.71293	-2.11048	-3.73161	-2.49705
5254023	-12.7572	1.99194	-1.13317	7.50385	12.4923	-3.07995	1.58494	-4.30416	-13.3008	4.48434
4306875	-12.683	3.31554	-0.0901298	4.13101	1.13138	-0.838077	0.9977	-4.10567	3.20793	1.48346
2933295	-15.364	5.08842	-3.60425	2.59038	0.404584	0.0924238	0.610086	-1.51328	2.2059	-0.550963
3324679	-9.91044	1.77959	1.81725	-9.44565	-6.7647	1.96628	3.89509	2.83335	1.80368	1.93734
5102925	-12.4847	5.93018	-3.41212	2.39272	3.9629	2.93092	-0.932115	-0.101155	5.01418	-0.362765
2682984	-12.1396	4.57373	-3.68456	-1.50513	-7.18513	-1.2646	-0.99273	2.31174	4.98274	-1.27685
3006301	-14.0092	4.33274	-2.35284	-3.03547	-7.61	1.40481	1.01616	-0.768956	3.81764	0.130568
1905853	-14.2316	4.74456	-3.1357	0.178049	-0.451999	0.361013	1.49323	-1.15129	-2.41299	-1.58385
5234245	-12.3855	2.40596	-2.39918	4.2434	5.18371	1.48291	2.47106	1.31378	-2.98799	3.64879
1129746	-11.6509	6.06207	-0.105112	0.206281	-10.5109	-1.49248	0.722102	2.84609	2.67032	-1.70812
2703506	-12.2284	1.20457	-4.01902	0.823842	-0.412714	0.713063	1.67815	-0.41255	0.194398	2.9521
4050366	-10.3677	3.56362	-1.72282	-0.185681	-2.69361	-0.79975	1.45541	-1.40104	-2.32086	2.3853
1038874	-13.5785	5.17947	-3.99022	-0.688647	-6.49021	-0.0577435	-1.80176	0.207171	0.816759	0.328515
2469584	-10.8199	1.55791	-0.796838	-1.63937	-4.21688	-0.88962	-0.923071	-0.124114	-2.24541	-0.606121
1322458	-11.907	6.07206	-0.359504	0.259736	0.0338486	0.296412	1.65292	0.977786	-2.04029	1.83437
2066788	-12.5786	2.68316	-3.11211	5.96546	7.78817	0.336955	1.47823	-0.72066	-31.4107	5.9985
1228117	-12.9349	3.94204	-1.42582	8.14583	9.91742	0.194201	0.707084	-0.144261	2.00362	1.27537
4936669	-12.3846	5.67042	-1.05242	-0.0550737	-0.152012	-2.32867	0.970069	-0.378482	0.219817	4.90209
1127565	-13.1652	4.32016	-2.24176	-0.805025	-1.94788	0.607407	0.788422	-0.112559	-0.847207	-3.37246
4822031	-10.7892	0.466863	0.934058	-4.84291	-5.07851	-1.03207	-1.73831	0.885673	2.57002	-0.945568
4992252	-14.7348	3.12358	-1.77484	-0.465832	2.22196	-1.21578	-0.140833	3.62304	1.44779	-3.22894
5791305	-13.7928	0.35459	-2.23906	3.6151	5.96845	0.902855	1.41749	1.24805	-0.254894	-2.00287
4489040	-11.5706	3.54383	0.35934	-0.0869529	-8.91405	0.448448	3.61409	-0.295059	-1.98463	1.11542
3448050	-12.0477	3.72458	1.82616	0.250305	-3.69738	0.160029	-0.161943	0.000759349	3.78953	1.78202
5319392	-15.464	4.95204	-0.218557	-0.87735	6.24435	0.670383	-0.979737	1.75583	2.40011	-2.03366
3070901	-13.3945	4.53065	-2.43212	1.56941	-6.35681	-3.74595	-1.6292	-2.8688	0.443771	2.71277
1535794	24.8009	-44.7795	20.6011	8.31245	-3.3537	-0.917664	-4.78695	-3.16871	2.53554	-7.42569
2834612	-8.67334	2.39857	0.970747	-12.0629	-7.05491	2.91104	-2.02959	10.1989	0.745455	-1.27159
2625669	-13.1196	5.04439	-2.93667	2.35276	1.13626	-0.973995	2.04945	1.90729	3.11321	-0.941009
3213630	-14.9359	6.16055	-1.02079	-1.37012	-8.86571	-2.9171	0.366175	-1.49244	6.76378	1.85307
5907581	-12.9341	3.5645	-3.02929	-2.36209	-6.1046	-1.22607	3.50354	-0.658991	2.32789	-2.31715
1081567	-11.4869	4.40029	-3.50454	1.85033	-1.31124	-2.67172	1.3237	-0.932512	-9.76223	-2.68133
4028196	-11.1542	6.29843	0.912772	2.81886	7.12372	-0.348176	0.942483	0.584027	3.78153	1.30119
5009602	-15.777	3.92524	0.341391	5.78484	8.35107	3.49838	-4.62912	-0.27449	-1.688	0.444731
3352985	-12.1849	4.73495	-2.67662	0.540318	2.65267	-3.80893	-0.134979	-3.80852	3.53563	0.916684
5512033	-2.11146	2.86399	5.88384	-30.927	3.57797	-3.12571	-9.04674	-7.02702	-2.6035	0.89706
4597512	-12.7024	5.16614	-1.2707	2.04657	3.45654	-0.606561	-0.276287	-0.204452	-2.10856	-4.01307
2917845	366.099	70.6178	-7.81568	5.98704	0.306996	-1.74776	-2.9058	-1.69975	-0.808377	7.26786
3137713	-9.41993	1.90636	-0.38447	1.81184	-1.85075	2.59153	-0.657286	1.22233	3.24809	1.95874
2026412	-13.1198	3.42472	-3.56415	2.18093	-6.95989	-1.96254	-1.71849	-6.00319	3.22661	6.51485
1606997	-11.3186	2.72518	-0.388539	0.938926	0.597794	-1.08655	2.00371	-1.57753	3.27736	0.578121
4859301	-14.4258	3.45123	-3.23215	2.83571	0.0791959	-2.03979	-1.40798	-0.177942	6.00172	0.279843
5921104	-12.0373	3.23149	1.15034	1.90009	0.347476	1.16125	-0.304323	3.08307	2.05102	5.12486
3882307	-12.5269	6.32705	-1.3472	-2.51803	-7.91471	-1.6477	-1.63405	1.4144	-0.990562	0.15545
1569271	-13.862	2.15593	-1.28226	-0.568373	-2.91489	0.712972	1.72349	-1.95647	-0.420661	-0.540148
4564824	-12.0383	5.14928	-0.088367	-2.71247	-9.0552	-1.06008	0.682537	-0.709275	2.86175	1.77318
5973735	-12.8556	4.43045	-3.44644	0.477189	-7.98891	2.44363	2.07384	-0.990211	1.56305	4.55188
1774825	-13.0096	6.19876	-1.0733	1.79324	-3.31321	-3.64151	2.10578	-1.00203	5.41934	-3.85331
4055987	-8.27209	3.05751	-0.967916	-1.36256	-3.62221	-2.2628	3.68891	-1.35255	0.930207	-0.161802
1043255	378.332	71.7974	-5.04784	2.79917	-0.733217	-2.2278	-2.44842	0.318187	-1.49643	6.24308
5858257	-13.0318	6.34936	-2.91983	4.4223	-4.45665	0.703217	0.0577643	1.37474	4.26069	-4.03627
4769988	-12.4854	4.59777	-4.08549	-1.38537	-3.13883	-2.48494	-1.24489	-1.9804	-1.77275	0.919708
5397336	-11.9216	5.13877	-0.0753791	1.60792	-5.21611	-0.558959	-0.199322	-0.228419	-0.41545	-0.0886443
4001283	-13.1995	3.09779	1.43557	5.54957	2.2328	1.09299	-0.870836	-0.904267	6.79615	2.45705
2356359	-10.4197	3.46472	0.0432761	0.654648	-6.05508	-2.21165	2.17358	-1.54135	0.46761	3.0056
4680002	-12.3446	3.40848	-1.54683	0.124464	-4.82737	-2.01714	-1.9862	-0.79605	-1.80152	0.723461
5421188	-12.6004	2.9189	-2.15213	3.72761	-2.81525	1.52028	2.44435	-3.54643	2.57266	-1.75326
1024139	1.44809	-5.67814	20.35	-37.8614	0.394681	12.1103	6.87743	24.8737	0.604488	-5.1884
4877083	-10.9498	5.48029	-2.57608	0.00213352	-4.14182	-1.22381	2.19744	-3.42121	1.15123	-0.487024
4317249	-10.1875	4.62222	-1.53968	-0.992442	-5.58549	0.471646	3.34088	-0.256992	0.187466	0.51892
5438375	-14.2218	4.9105	-2.01374	-2.89271	-3.78146	1.79303	0.331886	-0.470991	1.78051	-2.48064
1841532	-10.151	3.68602	-2.4811	-1.58078	-9.92969	-1.26031	1.3225	0.893603	2.52709	3.77156
5184700	-9.49813	4.35864	-1.46014	-1.36016	-3.58107	-1.01492	-0.197064	-0.967179	-2.2812	-1.08747
5550272	-2.61999	-11.4386	2.9531	4.20049	-6.52223	-1.41251	3.31964	-1.25692	5.10279	1.26775
5285872	-12.6495	6.83399	-1.73465	-1.07819	0.0138179	-2.06768	2.08446	-0.953257	0.30854	0.61339
4980641	-12.8984	4.4831	-4.08777	1.90266	-8.56017	-1.64905	4.45802	-2.88083	0.0171247	0.635564
4105224	-13.4069	1.79292	-1.14253	1.79353	2.31694	-1.11691	0.427164	2.63175	0.307538	0.224363
1434341	-11.7834	5.63349	-1.4686	3.2849	1.6078	-1.31958	-1.16101	0.532196	3.08054	0.774908
4261886	-11.5941	1.85847	-1.23532	0.947054	-2.54885	-0.349971	1.10991	1.82635	3.32189	-2.66275
1307604	392.089	74.7051	-5.75662	9.80019	-0.992003	-2.74281	-2.48508	2.62993	-2.45234	5.18994
3182630	-11.4079	2.08577	-2.02006	-1.41318	-7.47046	0.868545	-0.9018	1.70013	-0.488682	-1.94972
2144527	-11.2616	3.73577	-2.0625	2.96965	-7.44403	-1.85524	-1.24297	-1.31225	-2.73358	-2.10242
4410996	-13.4821	1.75947	-2.35624	1.09218	-0.269125	-1.79176	1.93621	-1.41975	-6.5193	1.06123
4490928	-13.41	4.33497	0.125094	5.7646	-3.36875	-1.2922	-1.14855	1.64661	1.14018	0.817332
3597495	-11.2253	4.16775	-0.811522	-0.334996	-3.32517	-1.06081	1.57317	1.33471	-0.335828	-0.0689262
4018525	-13.1926	3.05212	-1.38581	-1.90486	-3.72916	-0.382266	0.669437	-2.1172	0.902265	0.0873569
3749887	-10.9873	-0.321236	-1.77453	-3.37461	-6.0377	-2.45894	0.658064	1.74639	5.38615	4.32718
5460062	-5.62964	-0.840616	6.13005	-17.3469	-1.82036	1.69969	6.17477	4.16897	-1.92496	-5.49009
5944157	-12.807	1.54973	-3.62874	4.22396	14.5033	-3.25668	1.6894	0.747767	-0.469056	0.720539
3011078	-8.18867	1.16899	0.539692	-11.2783	-6.38233	-0.580973	1.57127	1.11003	3.54703	-1.44456
2788186	83.6008	-117.667	76.4006	9.33335	-2.67791	-5.01026	2.74239	-8.01409	-0.393281	-16.9196
5477601	-13.9362	4.20126	0.8161	2.16595	-7.14137	0.88528	1.53006	1.83668	-3.11706	4.4228
5045719	-12.8412	3.5972	-3.29139	0.0995434	-6.27044	-1.97319	1.7194	-1.37908	2.97072	2.36704
4141135	-12.6701	4.2354	0.180022	4.44507	6.5216	-0.397949	-1.86127	3.02203	3.01048	-4.31092
2418393	-12.3393	2.96789	-0.528225	-3.8257	-4.312	-0.23536	-2.13218	-0.70271	3.75853	-1.41101
1296435	3.3023	-4.30167	15.5074	-29.1234	15.4162	1.84895	18.8389	10.3886	4.45091	-1.82772
5350291	-11.955	3.97612	-0.691022	-0.21198	-5.22388	-0.656088	1.52303	1.40964	-2.19236	0.622291
2998920	-13.096	5.06848	0.0550796	-2.36431	-3.01658	-1.17663	0.314949	-1.67821	-1.92685	-0.433316
1308966	-9.73653	3.41261	0.237133	-0.127568	-5.91963	1.33744	-1.98306	-0.883215	1.6536	1.72318
4794622	-5.6171	2.00905	6.87501	-22.9936	0.0342343	-2.92162	-7.09426	-3.67724	0.979559	1.72823
2619872	-12.673	3.3005	1.24723	1.2874	-4.90531	-1.43994	-2.30311	-2.83001	-0.0929086	1.82152
3853413	-12.419	3.02102	-3.1228	0.526684	-4.65655	-1.53776	4.05997	1.32285	-1.50336	-0.262767
3000579	-10.8792	2.15282	0.082027	-1.9278	-6.47073	-0.962288	5.1868	0.170745	-2.01357	0.9147
5087306	-12.0503	6.02748	-2.47491	-1.4272	-7.41899	-1.68571	0.885373	-2.02628	1.80408	-0.408074
4052552	-13.5349	2.60787	-3.24989	2.49061	4.89551	-1.1184	-0.148871	2.13989	1.79165	1.15948
4365377	-8.70959	5.66794	-0.107072	-5.61632	-9.18181	-2.99351	-1.71417	-1.53086	3.87096	5.69946
5068549	-10.9582	6.09285	-0.673186	-1.56798	-7.64086	-1.38656	0.418004	-0.0928695	2.56179	3.00982
3784769	110.444	-160.182	71.0534	32.7603	-8.05453	-14.9162	-8.35641	-14.0485	-6.7675	-37.9756
1419459	-10.9933	2.72253	-0.552766	-5.20802	-6.34983	1.31834	2.99134	0.194959	1.03256	0.211752
4971980	-8.42924	-0.858271	-3.83272	4.44872	-13.9689	7.59893	-10.0288	6.72387	6.53626	-2.75609
2264965	-12.2566	4.60201	-0.568232	4.06942	6.79776	1.65477	0.795168	-1.0354	2.4742	2.52211
4383323	-12.5485	3.88238	-2.03649	4.02811	-6.43375	-1.79316	-1.13356	-4.95381	1.08652	2.94774
3434940	-12.6065	4.09398	-1.34506	6.54405	1.48064	-0.457594	0.997468	-4.42413	-0.579667	1.52091
3096013	-11.773	1.35144	1.15117	3.85601	-1.47383	-0.673761	-2.6516	-0.928781	2.7207	-0.613619
1224972	-12.5746	3.59133	-1.61435	3.31632	7.11429	-0.734852	-1.5527	-1.13216	1.98427	-4.48023
1931065	-11.1205	0.921013	-1.91839	1.78908	2.7444	1.08409	1.4558	1.93922	-1.15935	1.68772
5702032	-12.0291	2.21917	-2.69649	0.768772	-5.70747	1.34384	-0.625607	-0.431131	-1.38585	0.469737
5822529	-11.5801	4.0808	-3.71577	3.41448	-2.0975	-1.97363	0.810754	-2.15471	-3.67071	0.174253
2746487	-11.9675	2.61128	0.56467	-3.42966	-6.4227	2.73648	-1.18854	0.593787	1.15021	0.249701
3020954	-11.1429	3.47282	-0.736798	6.45925	10.7078	-1.47631	-0.951762	1.01668	3.61165	1.31197
3733136	-10.4227	3.54623	-1.66574	6.57908	22.5684	1.17645	-0.529683	0.643426	4.96962	1.19662
1698299	-10.5139	1.57321	-0.783814	1.58846	0.835976	-0.299814	0.643395	3.04583	6.07234	-2.58331
3891848	1.15458	9.23716	1.27957	-2.64697	-4.33712	1.12889	-4.01792	1.55507	-1.14695	-1.10223
1022906	-13.8254	3.68059	-3.00019	2.32812	-3.05634	0.784313	0.136179	0.210973	1.61064	-5.09964
5263595	-13.6716	0.968804	-4.31876	6.08618	15.0619	-5.6229	-0.372262	-1.12884	-0.495186	2.21094
4164547	-11.6788	4.3864	0.42185	6.92821	11.1809	1.41205	0.352259	0.679155	2.20838	-0.503538
2040791	-14.2611	4.11962	-1.84577	4.64014	7.44268	-1.8521	3.56974	-0.473408	-10.4628	4.91041
2786828	404.778	80.6809	-5.32008	8.41604	-2.695	1.92499	-1.51964	-0.64205	-1.31872	5.15374
1946849	-8.63887	-5.02744	-1.5683	-3.78571	-9.59245	22.3037	-33.1037	37.6175	-4.16109	-7.45802
2972093	-13.7995	4.70522	-3.01494	-0.890448	1.47414	0.137618	0.724784	-3.10395	2.05635	-4.62995
1007097	32.7522	-22.7354	35.0167	-57.8053	7.58616	5.46018	29.2317	18.2125	3.53308	6.27626
4492242	-10.3747	2.98018	-1.11867	5.05689	-0.37821	0.819784	-1.04401	0.649623	1.60446	2.8617
5172414	-13.7974	3.25004	-1.77903	9.43371	11.0558	-1.05431	-2.82271	-3.38782	-23.3053	2.1867
2425957	-11.4878	5.36334	-1.40225	3.16621	2.86096	-1.76299	-0.143556	-3.21278	0.253159	-0.127608
2702100	-13.6262	4.18737	-2.46162	5.07964	3.02191	0.114457	1.6127	-0.757778	0.922996	-0.0793567
4823185	-11.8453	6.50048	-2.11957	-0.0996911	-0.774161	1.2771	1.28656	-1.89245	2.0093	-2.93779
4123061	-10.7679	3.47345	-2.51979	8.31246	2.92638	-0.935476	-2.06144	1.80995	4.03612	1.80057
1025211	-13.4401	5.16763	-1.28294	-4.8354	-10.2812	2.54747	-0.570216	-0.182562	-0.276214	2.32309
4659834	-13.5737	3.05986	-3.11299	4.99094	2.26293	0.395772	-0.958575	0.614635	2.59603	-1.37939
4209163	-14.141	4.18568	-2.26775	2.20031	8.67606	0.261792	2.70373	-1.84706	-9.92325	1.25345
5170919	-13.7309	5.3047	-1.89401	2.51523	-2.80979	0.481553	1.11781	3.48403	3.48163	-0.281313
3351990	-14.8705	2.54425	-0.618309	-0.184231	2.90326	-1.62189	-0.279039	-0.152725	0.637646	0.110895
4000406	12.3701	-9.31287	23.0977	-66.0665	15.1172	-9.23494	-25.8904	-14.5246	1.15901	3.69263
5382067	-9.21199	3.29877	-1.37371	3.82089	-4.75608	1.2679	0.464651	-1.63559	0.545185	-0.780042
1946169	-13.6692	4.85549	-1.904	3.33262	10.9448	0.649997	-1.54645	-0.0102495	5.37439	-5.07388
2695588	-13.8678	6.96411	-0.869774	8.46999	8.80364	-2.67314	-3.30503	-1.67621	3.22093	1.56857
1094330	-15.8309	0.742493	-0.29228	1.51264	3.76892	-1.79487	-0.306569	-2.11331	-9.32279	1.67236
4407588	-13.7468	3.89252	-0.667279	-1.09292	6.62313	-3.26266	3.24634	-3.11625	-20.2655	1.59393
2478492	-12.318	5.64425	-4.17128	5.66499	16.535	-1.23861	-3.52826	2.13052	2.56984	-3.45555
1241823	-12.2653	3.56277	-3.40987	2.79107	-14.8164	-0.671167	-7.50105	2.83587	5.31755	-1.1795
5544718	-13.9668	2.50969	-2.75414	2.33497	0.746044	0.09318	-2.24733	-0.625749	4.64359	1.32149
