FID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
5098216	-14.6093	3.39652	-1.88798	1.54693	-0.504948	0.81853	-0.698719	-1.13455	-2.40212	-0.248761
3213326	-15.0712	4.93504	-0.973574	1.99121	3.70136	0.799537	2.99978	0.570732	-20.0046	2.49517
4280603	-14.7858	2.41209	-4.13085	0.726247	6.41703	-2.05991	1.63762	4.23543	3.7312	-0.395199
2562443	-11.1508	2.04471	-2.71877	12.4377	25.9047	-2.73415	0.480405	2.97254	0.974951	2.39791
1727475	387.165	74.2929	-4.77809	5.79337	-2.61406	1.20277	-2.577	-0.243265	0.984185	3.17426
3504977	-10.3328	2.66783	-2.00511	0.274156	-7.34773	-1.76045	1.93235	0.372468	-3.40639	1.9198
3794573	-12.1848	3.84746	-2.84587	2.5792	0.488205	0.151481	2.13643	-2.6405	-2.17835	-1.76889
2494622	-11.4276	5.32246	-2.0387	0.229882	1.49409	-3.54592	2.02921	-1.97317	-2.51723	1.30893
1764922	-11.9792	0.679238	-1.20431	6.63201	9.58849	-0.472189	0.778694	2.76606	2.32348	-0.859968
1677419	-11.9051	4.18077	-3.02021	4.03447	-2.5178	-2.4481	-1.32762	-1.36279	5.037	3.16632
5093950	-12.8575	3.0565	-3.09286	3.96753	-1.02847	-4.89414	-0.198637	-1.39322	3.37527	4.7705
4485067	-2.95993	-0.0574317	7.57287	-22.8721	0.739427	1.09357	12.2621	5.63808	0.636207	-1.45617
4150885	-8.5035	2.86852	2.93693	-6.68133	-3.05761	-3.0394	-5.87481	-4.06145	-5.29838	4.22223
4127735	-13.0661	3.61212	-1.18057	0.0910731	-6.62788	3.18057	1.70511	-1.84093	1.96828	-0.00933393
3854674	-9.72377	5.36216	0.220318	2.21469	-5.32916	0.87178	0.492303	-0.813866	-1.79972	-1.76536
1073480	-10.0709	3.10467	-1.92997	1.03246	-3.50733	-1.21372	-1.24977	-1.46446	3.40064	1.01921
1921016	-11.9796	4.62083	-0.940326	0.561583	-5.6873	-1.39656	2.40129	-1.30355	-2.03342	5.25341
1577776	49.4035	-9.01909	40.6845	-79.2267	7.06493	4.05924	42.7555	18.1581	3.82743	-6.32791
2019468	344.226	53.0726	4.02052	-16.6992	2.14833	1.4073	23.7203	5.89824	5.17844	-27.1915
2870222	-12.9434	2.72597	-1.84397	-0.871543	-1.47232	-3.07319	0.0586657	-1.36517	-1.25635	-2.2411
2112340	-12.5875	2.93251	-1.87057	5.11788	-5.81635	-0.904815	-3.28045	0.297863	0.662134	-0.600872
5183641	-13.0154	1.79989	0.676566	4.72692	14.1101	0.269082	0.211172	1.61765	2.27269	-2.40641
2060147	-12.6294	4.43933	-3.63879	8.93312	21.2578	2.1076	0.210252	0.485019	3.44304	-2.48213
3585948	-12.7528	7.67817	-3.82872	5.05666	-1.60689	2.14238	-0.564532	-3.93271	-0.649304	0.587522
3469577	-12.1128	2.56645	2.34653	8.22973	12.7712	1.0428	0.396461	0.0555594	5.18677	-0.16436
5675650	-12.6713	3.07814	-2.98673	-1.75924	-8.34103	1.00685	3.1218	-0.782336	2.02974	-1.97069
3610646	-11.4057	6.47012	-1.1313	-2.65459	-3.45877	-1.07845	2.39813	-1.43773	3.15846	0.569299
5921293	-10.2813	4.45582	-3.35857	0.674874	-0.660996	-0.7411	-1.07841	-0.564564	-7.52567	-3.36044
4671273	-9.08802	0.647176	-0.302254	-4.78976	-7.01607	10.0078	-14.3147	15.2887	-3.40315	-5.55018
2069726	-12.9744	4.43528	-2.76589	7.24079	19.9731	1.90937	-0.00794113	-0.490384	4.61128	-1.55765
1286765	-13.4357	3.70241	-0.93566	1.94398	-6.2053	-2.54425	4.82578	-0.00162217	-6.7172	1.91374
1791409	-8.61954	2.18128	-3.56903	-0.232807	-1.99724	0.690811	0.766803	0.346245	0.124664	-2.26326
4400377	-11.1823	5.6501	-0.0879987	-0.637251	-2.37137	-1.03352	0.0987301	2.58217	1.70111	1.81956
5702756	-11.2824	3.68987	-0.461163	-0.662659	-5.27641	-1.47318	-1.41813	-0.111027	0.69854	-0.36054
1212781	-14.8629	5.90955	-5.05418	0.187307	-3.81849	-1.65994	-0.805854	0.0940815	1.11971	0.742807
1796872	-10.5264	4.23916	-3.03555	-0.234345	-1.98821	1.28636	1.87475	-2.28085	-6.48417	1.3709
2323863	-13.081	3.69567	-2.09443	2.22631	-2.80408	1.09889	-0.423744	0.218826	-4.94998	-1.17933
4282983	-15.8612	4.41237	-1.3572	3.26636	-0.98284	-1.17035	1.64979	2.21574	1.89291	-0.801049
1945082	-12.4424	4.3615	-0.670722	-3.03105	-3.2227	1.89019	1.24338	-2.94875	-0.127245	-4.70712
1891416	-9.3127	5.13808	-0.125914	-6.20788	-5.8096	-0.0483799	-1.63398	1.23701	-5.41513	0.990539
4033827	-10.3706	5.47428	-2.21731	3.27103	-4.33013	-0.763255	0.764554	0.440009	-2.62692	-1.8181
2473909	-12.3311	4.27939	-1.88018	0.324647	-7.76104	-1.35343	-1.66952	-0.714063	-1.58197	-0.215131
2613570	-10.5783	5.60134	-0.236988	-0.142844	-0.15503	1.8572	0.0339009	-2.97359	-3.00481	3.21026
1119727	-13.6616	5.16476	-4.8384	6.08152	20.0845	-0.705723	-1.01629	2.90166	4.59646	0.367319
5698843	-9.04536	2.33776	-0.3569	1.75752	-8.39781	1.44979	3.9229	0.540238	-2.35176	-2.09215
3412172	-11.5664	2.98676	-3.05099	-2.95031	-7.23473	1.51989	-0.160227	-2.83471	1.62731	-1.49794
3368210	46.2558	-64.1866	-22.2421	-14.5947	6.34365	100.906	13.9734	-46.488	-1.45121	-8.81822
4519285	9.74908	-7.25801	19.0089	-48.9203	1.70113	-2.04488	2.48669	8.98454	0.0634285	0.348771
4064027	-11.6364	4.17137	-0.0421939	0.211838	-5.94989	-0.971604	0.99033	-0.303788	4.44682	0.19716
4140991	-12.7586	5.62267	0.723886	5.82069	9.48187	-1.22085	-1.06939	-2.44693	2.92276	1.50416
1607577	4.33264	-4.37705	13.6352	-46.1184	3.87439	-1.68143	-11.9771	-3.88976	1.53136	-0.0441761
1189170	-10.221	2.03936	-3.22199	-2.25286	-4.82963	0.0735944	1.75054	-1.87409	-1.71785	-1.87563
2785780	-11.994	5.75069	-1.69293	-4.30803	-5.3379	-1.4917	0.910908	-1.8353	-0.385093	0.871265
1528374	-14.5452	3.11429	-3.41051	3.05457	-2.68131	-2.82874	-0.950494	-0.476879	2.88094	2.10673
5894674	15.3685	-7.52073	23.9547	-74.1419	13.7906	-6.20288	-23.8128	-10.5471	0.770731	-0.183499
3453201	-10.87	2.83002	0.432258	3.17654	2.61155	0.0916346	-0.600204	-0.667367	-3.77742	-0.603452
4756322	-10.7659	2.47952	-0.558976	1.92817	-1.37302	-2.96228	3.22012	-2.90353	-7.38155	1.87061
5875252	-11.7127	0.639304	-3.69937	7.06158	-11.9186	2.75523	-5.48599	-0.662305	3.32151	-0.312078
5173544	194.712	39.7118	-5.42616	4.56604	6.06848	0.22727	1.74002	-1.98436	-8.20182	-0.468299
2142171	-10.4349	5.0243	-3.62301	-0.689016	-1.22767	0.401559	3.13431	1.5103	1.17977	-2.89065
2466483	-14.8095	3.98128	-4.20328	8.97774	23.2558	-2.83145	-0.788531	0.47222	2.38715	-2.46428
2210455	-15.7736	2.8626	-3.23683	-2.75715	-2.11867	0.493609	1.72491	2.67868	-4.45742	-0.490892
5481081	-13.3282	3.31118	-2.14968	-0.842864	-2.91833	0.88912	2.56482	-0.619055	4.44748	1.81708
1830327	312.793	64.5002	-4.68581	8.89964	-1.179	-0.936048	-1.25462	-0.963647	1.53659	-0.227017
3628690	-10.6813	3.23714	-0.373712	-0.35468	-3.38475	-0.107692	0.981358	1.8255	4.60985	3.49564
1546153	-12.0825	4.51084	-6.38326	4.25915	1.51376	0.508749	1.91725	-2.83968	-11.6611	2.02492
1574279	-12.681	0.825026	-0.986841	5.74772	5.28574	3.99819	-0.897713	-1.69132	-1.78541	1.61137
3888556	-17.8887	4.61347	0.465409	-1.30827	-7.48768	-2.65005	-1.07017	0.546078	7.215	-1.87567
5648825	-9.67335	6.12824	-1.41071	-1.54043	-2.99122	-2.04267	3.52267	-2.78862	1.55108	0.308836
5566233	8.12556	-9.33721	18.5545	-45.0208	3.66204	8.42702	11.852	22.5226	-0.906298	-2.14769
1471138	-10.758	2.03662	-1.47538	1.07114	-4.30182	0.165216	-0.629816	0.0628418	1.9057	0.815629
2388227	-12.2389	3.71353	-4.2461	3.19018	-6.31668	1.20628	1.93511	0.526406	0.359921	0.661382
2109499	-12.4573	4.28682	-1.47719	-1.14035	-4.3728	0.430051	3.06551	0.397252	-1.34907	-3.96302
3376615	-11.476	3.7431	0.0630799	0.505118	0.336946	1.98624	-1.41325	0.630615	2.77628	0.251364
5694317	-13.8019	2.90644	-0.629927	6.27316	7.68458	2.26181	-2.76616	2.38263	3.30963	-0.51131
4192519	-13.0959	1.3314	-1.16307	4.88836	-6.83786	1.33899	-0.284144	1.09551	-0.246384	-0.176766
3985800	26.3682	4.87694	-1.82259	-7.48934	-2.32461	7.50642	0.726978	3.16004	-2.61717	-4.14125
4146598	-11.3575	2.04791	1.18253	-0.785901	-2.94188	-1.67151	-0.803578	1.30198	-4.55853	0.317467
3225469	-13.3054	5.34305	-2.39031	-1.79112	-8.46614	-2.4284	0.803305	1.64524	0.746476	2.39263
5866851	-12.4537	4.40965	-4.35835	-1.71949	-6.74947	-0.577777	-1.96491	-1.48477	-0.938075	-1.26961
1427417	-11.5365	4.98599	1.04033	-0.202641	1.55069	0.4573	1.4102	-1.63829	2.27814	2.97143
5093646	-13.9389	0.688183	-2.51751	0.174035	-3.42865	-1.64441	0.664108	1.30994	-1.54659	-1.06879
4612294	-13.6432	3.67279	1.93862	-2.21713	-2.96244	-0.0855257	1.16384	2.75075	-0.56364	0.0124997
4290234	-10.9641	2.80392	-1.65994	-1.55046	-5.92703	0.204046	-0.282283	-0.540589	1.74776	0.805316
4918448	-10.6263	4.94078	-1.02658	-0.181862	-2.49655	-0.340886	0.577391	1.20072	-3.42599	-0.0358031
5912207	-10.1477	3.8936	-2.6383	0.0885595	-3.58884	-0.523111	-0.849746	0.575524	-2.71695	3.32431
5126035	-13.8317	5.07244	-2.47769	-3.16691	-4.12055	-0.21008	-0.356453	-0.809121	2.72901	-0.844183
1293748	-11.2188	2.33321	-3.38524	0.572292	-2.55543	2.17965	-0.552205	-4.02881	-3.25691	-0.94858
3784097	-13.4015	2.28783	-2.36243	3.10258	-1.50752	-1.29131	0.591432	-2.54678	-2.19517	2.6773
1991928	-14.7289	2.51625	-3.17657	0.277542	-7.24186	2.81232	-0.538292	1.67368	4.6656	1.87189
2153266	-12.7888	6.694	-3.64708	1.04548	-6.57639	-0.0695521	1.25168	-2.70134	-2.51313	-0.950702
1657437	-13.1947	1.84684	-0.40787	-1.06285	-7.18197	1.05253	-1.07048	2.93824	-1.66212	1.35411
3456668	-11.2715	3.76934	-1.63033	5.32791	3.33441	-0.536956	1.55129	-0.508869	-9.34296	2.52713
5798161	-8.53042	-2.97496	0.780662	-1.27189	-1.84599	1.56685	0.101495	4.99435	3.32983	-2.16189
1822851	-12.0996	2.55234	-0.952057	1.00388	1.60135	-0.596742	0.496105	1.61999	0.0814802	-0.0726722
3250963	-9.90676	1.75804	-1.46216	-0.680416	-8.9935	1.94941	1.28067	0.193253	0.25646	-2.95112
4345150	-13.0625	5.46837	0.379328	3.07187	-3.39007	-3.91706	-0.982884	1.01042	0.270373	-0.526881
5057991	-10.6731	2.75434	-1.63177	-0.56332	-5.95348	2.23308	4.28434	-0.702928	-3.47402	0.792239
5861164	-10.6274	2.62879	-2.54765	-1.87039	-2.83145	0.844924	2.2019	-2.44137	-0.554163	-1.54695
3115754	-12.424	-0.0156221	-2.05503	-0.955006	1.78848	1.78381	1.24118	-0.148837	-0.687824	0.343016
2825650	-15.2236	4.5387	-1.05975	1.40189	-7.5903	-1.79248	-1.20395	0.631267	1.0058	-1.842
1560146	-12.9009	2.73916	-1.63027	0.238357	-4.17812	-2.28366	2.26719	-0.475969	-0.480931	3.52048
2405798	-13.9371	4.26798	1.01099	-1.75799	-6.45283	0.668141	0.764872	-1.74252	1.33136	0.397281
5104378	-9.08066	4.77821	-1.02008	1.13542	-3.07376	-2.17578	-1.73641	1.88189	1.46123	-1.29915
2645552	-12.4194	3.66838	0.441226	-1.64988	-4.77746	-1.19707	2.36131	-1.2946	3.95898	1.09368
4984655	-10.4345	-1.01546	0.0762356	3.16466	2.8619	-2.26564	1.18599	-1.45837	1.08083	-2.19519
5776262	-13.7949	5.77646	-1.16668	-1.73567	-3.62695	-0.520595	0.740036	4.63127	-0.280559	1.75377
2626022	-12.3426	3.76505	-0.138099	-2.64789	-7.90073	1.55957	1.68007	-3.43064	1.1066	1.96142
2250265	-11.2445	2.59562	-2.39116	1.56828	-4.26501	-3.10898	2.27209	-1.79604	3.58323	2.11446
1266767	-9.13809	3.02546	-2.1879	5.12904	-5.83928	-0.681144	-0.0908138	-1.08879	5.18766	1.00144
1352433	-14.7055	5.1525	-0.97269	7.40345	10.6588	-0.0982904	-0.517179	2.78168	3.0232	-3.85807
3677199	-11.1985	3.49268	-0.119936	1.86561	-4.62268	2.40404	0.42785	1.47028	2.85614	2.26669
2799049	-9.4317	-0.418571	0.975155	-0.456647	1.05336	0.651957	3.24314	0.412722	-2.85981	-3.24981
4692530	-13.342	1.76685	-0.532008	5.66702	8.80305	0.633645	-0.045752	-1.12176	3.81776	1.25497
3329825	-13.4754	3.79214	-3.7236	1.57021	-12.1381	-3.37909	1.99201	-4.03637	7.22917	5.23798
3422370	-12.1126	3.84462	-4.07635	-1.5555	-4.83828	0.061907	1.50116	-0.732972	-0.832584	-0.438717
5506016	-13.9334	3.70372	-2.7819	3.47565	3.38393	-1.01466	-1.23772	2.22383	3.06791	-0.633986
3847932	-12.2357	2.13772	-2.24163	4.54217	4.46882	-0.185373	-2.19023	5.21709	3.66714	-1.76206
4979945	-15.578	3.21359	-0.971217	10.0205	21.8056	0.0351251	1.63545	-0.0261869	1.05617	-2.16949
3491243	-12.2733	3.03677	-1.0778	0.675094	-4.13396	-0.0160895	-1.7097	0.111738	-1.24147	5.00697
3642363	55.3138	17.7369	-2.01188	-0.185011	-0.725316	-1.25285	-1.35477	-1.44198	-0.6384	-3.07144
1713520	-12.2169	3.92726	-1.78609	-3.31063	-7.6427	-1.47452	-1.55131	-0.525125	2.80857	-1.4962
4611719	-13.1354	4.50878	-1.87596	6.5332	18.0961	1.10162	-1.65794	0.3333	4.70866	-3.43026
3322400	-13.4358	4.12474	-2.40124	1.57273	-1.93109	-1.9263	0.583499	-2.8813	4.13432	-0.345061
3326909	-10.7026	5.06881	-3.30423	1.7169	0.182213	-0.694666	0.261334	-3.30842	-3.56182	-3.99875
2916444	-13.4501	3.75509	0.276044	3.00502	-0.105863	-3.96324	1.2121	-2.26579	1.974	1.19514
4721493	-11.7671	2.46084	0.847834	0.683433	-5.30719	-2.17509	-0.719161	-0.921676	2.84558	0.530851
3118601	-14.0238	2.30461	-6.08069	6.28164	-8.66922	4.57478	-8.28052	4.57187	2.75771	-1.15403
2401462	-13.2406	6.69968	-3.99933	4.79663	-0.196004	-0.549391	-0.135723	5.70997	-5.5952	-0.615761
4168767	-11.0246	5.61214	-2.19143	-3.20169	-5.36015	1.20766	1.33585	-0.9952	-1.32012	-3.44382
2132070	-9.45922	3.65043	-1.16731	2.17613	8.28269	-0.770127	1.64451	0.280575	-23.1666	2.20579
2582481	-10.6084	-0.470483	-0.96386	-3.73232	-3.23653	2.36729	2.30776	0.289159	-2.15085	-0.864153
3607069	-12.113	3.12234	-0.216027	0.430329	-5.52149	0.813962	0.950062	-1.80425	2.89489	-0.389998
3892907	-11.2041	2.16622	-2.07536	1.78723	-1.28121	-2.87197	0.0409923	-2.72148	-1.36126	1.68821
1814553	-11.116	6.15412	-4.09872	1.00839	-1.8253	-0.783451	-0.244527	-0.214802	1.59313	1.91191
1413340	-8.4405	1.91482	1.70015	1.5228	-5.4355	1.22699	2.20588	2.4066	-3.56513	-0.491561
2811452	-12.6383	2.28305	-1.61226	2.02451	0.554085	-1.53723	-0.736423	-1.99336	2.6389	0.926483
2486635	-13.0324	2.49297	-4.08849	6.13798	7.89549	-0.0537869	-0.638603	-2.54554	0.405802	2.23544
1845139	-11.7417	2.97823	-1.7379	1.39302	-5.25435	-0.985314	-1.5521	0.311692	2.37292	-0.67393
2420381	-14.7552	0.936905	-0.720782	10.2874	24.9625	-3.45042	2.33838	-0.901112	3.41093	1.1143
5916168	-14.5458	6.39616	-0.966979	2.80973	13.1327	0.312236	0.585519	-0.973259	-2.01472	-0.887839
4206238	-13.769	4.46949	-2.10706	1.66748	-2.47175	1.9888	0.917888	-1.71003	0.022956	0.602503
3272181	-11.1191	3.4244	-0.147581	4.50153	4.56201	-5.0325	0.450871	-1.75155	-12.2964	5.35241
3030202	-12.6431	3.33482	-1.34196	4.64299	10.9428	-1.62729	0.0956121	-4.01709	-25.7127	6.47212
2642633	133.349	-230.227	-84.152	-6.75768	-0.989264	-6.97119	-1.12061	4.90248	-1.84715	1.69757
5053348	-11.632	5.39649	-3.0872	3.77254	2.15738	-1.52309	-1.12126	-2.26044	3.43905	-2.36178
1073467	-13.8641	3.30256	-1.63056	0.787139	-4.68256	1.80971	-3.29336	-1.05562	-5.11035	5.44778
3213303	-13.5405	1.24965	-3.42822	0.382466	3.06482	1.01339	0.599783	-1.32491	-0.806596	-0.849895
1654698	-13.3509	2.71442	-2.89542	-1.41892	-3.58362	-1.05709	-1.90651	0.789462	0.56438	0.80792
1122145	-13.3241	3.38388	-2.26974	0.995832	-5.54377	-0.457598	0.69315	-1.68924	3.90167	1.98264
4307727	-11.1935	2.0445	-2.50792	-2.34745	-3.83665	-0.336504	2.75894	-2.48297	-1.94118	0.0979901
4081066	-13.9518	3.68169	-1.27549	3.3193	0.359221	-0.561379	1.54523	0.0591668	5.60848	-0.571273
5418582	86.1229	-130.278	85.6207	28.0786	-4.082	-5.42511	-2.17891	-1.28194	-0.5639	-10.2412
5866144	-13.2864	3.52084	0.164938	2.69913	10.5102	-1.67123	-0.0311174	2.60265	3.47908	-4.4147
5958521	-12.0473	4.39451	-2.54248	6.51607	8.55712	2.68294	-1.50702	3.34295	2.32824	-3.55826
5034620	-13.5054	6.32063	-4.01938	5.17377	1.06571	-1.9468	2.22908	-4.43146	-9.43282	4.52822
5641849	-9.14752	5.27648	-2.18767	1.63589	-4.90213	0.995251	1.65421	-1.29319	-1.84884	-0.316797
3555195	-10.4262	4.9468	-0.646202	6.58611	10.6983	0.533157	0.156233	3.00547	2.20443	-2.70454
4685968	-13.3298	2.41683	-1.42007	6.51103	10.8755	-0.563324	-0.331476	1.32501	4.34626	0.0951926
4620975	-13.6584	5.84775	-6.65299	1.43227	-0.149539	-2.55526	-3.70123	-3.89948	1.0758	1.07217
1348371	-11.7138	3.08298	-3.3116	0.637724	-5.73356	0.478471	1.30921	-0.27419	1.12814	-0.190095
3906864	-14.3939	2.70307	-2.76364	1.17912	2.24564	-1.97079	-0.233315	2.96284	-1.42904	-0.467286
1900009	-12.1367	5.31154	-3.75375	1.20018	-5.78438	-0.0849231	1.9163	0.995994	3.35314	1.33395
3987765	-14.129	4.12994	-5.08216	5.30788	4.00223	-0.169559	1.05136	1.39088	-22.8299	1.37791
1192138	-11.6861	4.36953	-1.58814	0.510384	-7.18437	0.70781	2.90133	-2.31275	-0.101626	1.06249
3040681	-13.7563	1.9286	-1.61574	3.65187	4.18613	-1.2941	0.636272	-0.0885257	-2.66915	1.31196
3325580	-11.4193	1.54886	-0.443235	-0.12696	-8.6895	0.254924	0.0159238	-1.01073	-1.85342	-1.05929
2226841	-12.082	4.89497	-2.42572	-0.762937	-7.55678	1.30358	0.527083	-0.138071	3.3616	2.179
1532268	-12.0897	4.18391	-3.77017	1.54683	-7.89329	-1.60044	0.60173	-3.60703	4.03213	2.08304
4699178	52.8616	-76.6293	47.2856	-9.24882	7.93429	11.8491	4.53181	16.1749	3.58642	32.7267
2972054	-12.8889	3.02099	-1.00008	5.10789	2.45805	1.67096	0.686796	3.6264	5.81106	-3.49094
4372509	-13.0468	3.55735	-1.35919	1.69563	-3.27778	-1.15579	-0.480883	0.0679685	-2.98213	-1.15168
5277311	-12.156	1.55362	-0.0700666	0.471135	-3.81191	0.51653	-2.4935	-0.253442	1.84723	-0.10431
3808966	-8.38575	3.56082	0.51471	-5.60057	-6.0389	6.58787	-9.26907	8.40371	-2.8627	-5.9473
1362034	-12.716	4.20584	-4.09717	0.303547	-6.43545	1.55864	1.27836	3.25034	-0.660395	-0.722014
3980657	-10.6912	6.10641	0.368937	0.240852	-4.83611	-0.00337909	-1.84855	0.2809	4.36912	-0.992231
5771645	-12.0844	3.89383	-1.98856	5.81504	4.2325	-0.501142	-0.0788414	1.47103	3.15021	-2.48511
1452659	-13.0566	3.01166	-0.232341	1.73142	2.70557	-5.34718	2.24017	-3.43505	-13.9013	6.27699
4563319	-11.9918	2.96143	-3.27741	1.48179	-1.73589	-2.65128	1.93159	-0.0741369	2.8089	-0.511344
3193628	-13.8344	4.04401	-2.94342	4.12774	24.0785	2.90296	1.43495	-0.0252023	3.97143	-1.22959
3790138	-12.4056	5.6192	-2.39845	-1.20952	-0.803552	-1.32429	3.98712	-2.46901	-1.35237	-1.35786
5264467	-11.9127	5.14982	0.191307	2.19962	-2.92353	0.178805	0.692341	-1.08992	-1.04721	-0.525624
3690542	-12.6522	3.32362	-4.1926	6.51553	7.04881	-2.63597	-0.580496	0.603703	0.197502	2.15468
2824189	-13.8001	4.63683	0.469331	-0.0922867	-7.29076	1.05059	2.29381	-0.104783	1.39875	-2.60652
4458310	-11.4943	2.98213	-1.65026	0.572334	-7.12211	-1.34158	-1.64068	-1.43518	1.07689	-1.58228
1490344	-10.8618	5.05389	-4.79808	3.07406	-0.597433	-0.686026	0.0947725	-3.74631	0.742045	-2.38714
5801699	-12.2422	3.4037	-1.24053	3.97304	-4.66122	-1.45526	-1.27537	-2.68508	8.38852	-0.641575
4511673	-10.8983	-0.611932	-1.70452	1.20805	-0.833081	7.15487	-7.73022	7.73918	-1.37154	0.342681
1723445	-11.9167	4.82884	-1.26528	-2.60211	-5.67452	-3.01367	2.00901	-0.970607	2.17543	-0.0938266
2153144	66.9236	-100.422	73.0926	15.2061	0.705691	8.6748	0.253461	-0.597837	2.47746	13.6693
5384494	-12.1867	2.47583	0.806073	0.878052	1.43947	1.70297	-2.55638	-1.42902	4.572	0.526058
3455903	-10.0788	5.43877	-2.69866	-0.287261	-5.61955	2.26591	-1.80226	-0.374085	-5.91213	0.468153
3710516	-4.06221	1.23489	6.38516	-18.2534	6.65298	-5.31945	-6.26647	-5.02368	0.702249	-2.1354
3397570	-11.109	4.10513	-1.74933	2.3115	-3.36606	1.22742	4.07826	-2.78177	-0.284096	1.51491
2187453	-11.198	6.36065	-0.961143	2.1029	-1.27489	-0.799899	-0.0143675	-1.15615	-2.98743	-3.78925
1208129	84.4416	-129.315	89.556	25.551	-6.84226	-7.28853	-4.35349	-7.70318	-2.25482	-15.4506
3589141	-12.6414	2.62066	-2.28506	-0.0973699	8.63373	0.531746	0.620171	0.970718	1.77437	-1.57286
4312093	-14.4059	2.88798	-4.36772	-1.10298	-6.29276	-3.59412	0.942513	-2.83837	-3.05566	0.797031
5035483	-8.4888	4.63135	2.96259	-12.7711	1.04728	2.37301	3.19234	5.78473	0.322898	-3.9096
4269057	-13.5773	4.28915	-2.62128	0.785702	-5.93772	-0.227898	-0.88799	-0.540664	-0.841219	0.960811
4015614	-12.9858	5.80077	-1.22864	1.872	-8.71919	-0.554861	-0.780482	-1.15496	0.49074	1.32778
5871945	-12.3845	4.62503	0.11339	-0.261658	-4.618	-0.302231	5.10766	-1.72066	0.29486	0.253143
4332355	23.8939	-18.1293	26.6566	-77.7188	16.4741	-7.11067	-29.739	-11.4734	-1.42915	6.9601
5986593	-11.8661	3.40684	2.77012	-1.37334	-6.72968	1.70884	0.166179	2.78049	0.64156	-0.431447
1788648	-12.9221	3.83524	-1.02662	-0.250452	-2.93721	-2.00013	1.8084	-0.61818	-4.22817	0.259156
4241369	-10.3734	1.9623	-3.37983	1.84533	-1.33946	-1.04469	0.235263	-1.33637	0.417713	-3.79226
1112330	-11.3412	5.83272	-3.11394	2.11357	0.29502	-1.19129	0.883965	-0.698267	1.13072	-0.791485
3239835	-14.315	6.53446	-2.84365	5.88021	12.1121	-0.648041	0.571396	-0.67398	2.11433	-1.9855
4237318	-9.19655	5.89826	-2.53939	2.77012	1.35489	-1.37884	0.051647	-2.71155	-4.22609	0.596745
1487205	-13.7868	3.87576	-2.42243	4.33245	13.48	0.886659	-1.70482	-1.08205	-1.97589	-1.26955
4424962	-14.4957	1.82281	2.31352	1.00357	-0.697898	-1.97085	2.24876	-0.791853	2.86685	-2.44883
2635121	-11.2663	2.6587	-0.0880226	-0.877235	-5.40464	-4.08089	-2.54587	-0.667239	1.50097	0.83051
4555787	-11.4584	5.17263	-3.19557	1.71598	10.3781	-2.22868	-0.113827	1.3508	3.39048	-3.5273
4331957	-13.0781	3.60943	-2.40477	2.26443	-4.73941	1.46834	0.0790236	5.39604	4.08287	2.01185
1752589	-14.7925	4.08668	1.6023	5.29414	13.9278	-0.111806	0.144865	2.70931	-2.97034	-0.565912
3934244	-10.0666	2.53744	-0.00845611	0.328865	-0.147383	0.494958	-0.214718	-1.15487	-5.69404	-0.717118
3318093	-13.7887	1.72632	0.0958185	-1.42055	0.23167	0.581032	1.07759	-1.96872	-1.88764	4.41112
2966963	-10.1305	2.92824	-2.34739	2.69066	-5.87444	-0.713711	0.840444	-3.25108	2.07941	1.63651
3875503	-12.4595	5.92713	-1.24339	-2.4248	-6.35709	-3.73416	0.807354	0.461104	3.41446	0.274761
4791932	-13.6188	5.02457	-0.818558	0.589604	-4.05826	0.30111	0.461935	-2.07682	1.9267	0.639621
3617504	38.2318	-65.4759	36.9742	12.601	-4.92414	-3.51714	-1.44026	-1.45882	-1.86841	-7.13266
1875749	-11.0851	3.26186	-0.0577588	1.2884	-2.61674	0.999771	-0.316247	2.19115	0.215687	1.82118
2353910	-6.62005	2.6888	2.77876	-6.17698	4.52269	0.811592	2.95211	1.40031	-0.343849	-2.59635
1318867	-10.935	4.13777	-0.356481	2.75386	3.63074	-1.39867	-0.265021	-1.67305	6.28095	3.75078
3407984	-10.0288	3.77561	-4.14726	-3.1216	-1.71955	0.0812536	0.311309	-2.62414	-1.77652	0.9043
3768497	-15.2593	5.26689	-0.431825	0.853425	-2.94164	0.0205034	0.934349	1.29373	-1.57232	-3.0358
2680006	-13.6691	3.85542	-0.122723	-1.10207	-4.07038	-0.198992	-0.714578	-3.3315	1.66923	-0.282395
5608746	-12.3673	3.52654	-1.57281	1.75421	1.11324	0.482504	-0.415647	1.90861	3.49352	-1.80738
2535358	-12.8647	3.2448	1.47762	-0.372509	-5.74687	1.04722	-2.28124	-0.617212	1.04424	1.91198
4747102	-14.6875	4.31816	-0.621653	1.90153	-4.77934	0.016927	-1.49625	-0.148315	-4.41776	0.679264
3073960	-15.608	4.81988	-2.10984	6.05474	7.13492	-1.85236	2.93078	-1.53457	-2.89092	-1.06488
3117712	-10.5522	3.5945	-1.39247	-0.310436	-7.13573	-0.70766	0.188992	-0.45174	2.48019	-0.0736565
3669660	-13.0199	6.2291	-2.50248	-0.624684	-4.78048	-0.397944	-1.8109	-2.18598	1.57073	-0.0075611
5337643	-10.0471	1.90519	-0.115315	-2.24239	-2.50577	-0.681868	1.23732	-1.91753	-1.24128	-3.36503
